document_id,split,entity_internal_id,identifier,texto_entidade,tipo_entidade,novel_entity,offset,length,passage_offset,len_texto_ent,texto_entidade_norm
20447294,train,17,D007249,inflammation,DiseaseOrPhenotypicFeature,,623,12,133,12,inflammation
20447294,train,18,D013311,streptozotocin,ChemicalEntity,,640,14,133,14,streptozotocin
20447294,train,19,D013311,STZ,ChemicalEntity,,656,3,133,3,stz
20447294,train,20,D003929,diabetic neuropathy,DiseaseOrPhenotypicFeature,,669,19,133,19,diabetic neuropathy
20447294,train,21,D009020,morphine,ChemicalEntity,,735,8,133,8,morphine
20447294,train,22,C401121,CNSB002,ChemicalEntity,,756,7,133,7,cnsb002
20447294,train,23,C401121,CNSB002,ChemicalEntity,,786,7,133,7,cnsb002
20447294,train,24,D009020,morphine,ChemicalEntity,,799,8,133,8,morphine
20447294,train,25,D006930,hyperalgesia,DiseaseOrPhenotypicFeature,,880,12,133,12,hyperalgesia
20447294,train,26,D002351,carrageenan,ChemicalEntity,,940,11,133,11,carrageenan
20447294,train,27,D013311,STZ,ChemicalEntity,,998,3,133,3,stz
20447294,train,28,D009422,neuropathy,DiseaseOrPhenotypicFeature,,1010,10,133,10,neuropathy
20447294,train,29,C401121,CNSB002,ChemicalEntity,,1031,7,133,7,cnsb002
20447294,train,30,D009020,morphine,ChemicalEntity,,1043,8,133,8,morphine
20447294,train,31,D009020,morphine,ChemicalEntity,,1168,8,133,8,morphine
20447294,train,32,C401121,CNSB002,ChemicalEntity,,1208,7,133,7,cnsb002
20447294,train,33,D002351,carrageenan,ChemicalEntity,,1290,11,133,11,carrageenan
20447294,train,34,D009422,neuropathy,DiseaseOrPhenotypicFeature,,1331,10,133,10,neuropathy
20447294,train,35,D009020,morphine,ChemicalEntity,,1394,8,133,8,morphine
20447294,train,36,C401121,CNSB002,ChemicalEntity,,1455,7,133,7,cnsb002
20447294,train,37,D006930,hyperalgesia,DiseaseOrPhenotypicFeature,,1514,12,133,12,hyperalgesia
20447294,train,38,D007249,inflammatory,DiseaseOrPhenotypicFeature,,1534,12,133,12,inflammatory
20447294,train,39,D009422,neuropathic,DiseaseOrPhenotypicFeature,,1551,11,133,11,neuropathic
20447294,train,40,D009020,morphine,ChemicalEntity,,1763,8,133,8,morphine
20447294,train,41,C401121,CNSB002,ChemicalEntity,,1845,7,133,7,cnsb002
20510337,train,0,C024989,Coenzyme Q10,ChemicalEntity,,0,12,0,12,coenzyme q10
20510337,train,1,D002945,cisplatin,ChemicalEntity,,41,9,0,9,cisplatin
20510337,train,2,D007674,nephrotoxicity,DiseaseOrPhenotypicFeature,,51,14,0,14,nephrotoxicity
20510337,train,3,10090,mice,OrganismTaxon,,69,4,0,4,mice
20510337,train,4,C024989,coenzyme Q10,ChemicalEntity,,106,12,75,12,coenzyme q10
20510337,train,5,10090,mice,OrganismTaxon,,139,4,75,4,mice
20510337,train,6,D058186,acute renal injury,DiseaseOrPhenotypicFeature,,149,18,75,18,acute renal injury
20510337,train,7,D002945,cisplatin,ChemicalEntity,,206,9,75,9,cisplatin
20510337,train,8,C024989,Coenzyme Q10,ChemicalEntity,,227,12,75,12,coenzyme q10
20510337,train,9,D002945,cisplatin,ChemicalEntity,,329,9,75,9,cisplatin
20510337,train,10,C024989,Coenzyme Q10,ChemicalEntity,,355,12,75,12,coenzyme q10
20510337,train,11,D001806,blood urea nitrogen,ChemicalEntity,,390,19,75,19,blood urea nitrogen
20510337,train,12,D003404,creatinine,ChemicalEntity,,420,10,75,10,creatinine
20510337,train,13,D002945,cisplatin,ChemicalEntity,,462,9,75,9,cisplatin
20510337,train,14,C024989,Coenzyme Q10,ChemicalEntity,,473,12,75,12,coenzyme q10
20510337,train,15,D005978,glutathione,ChemicalEntity,,568,11,75,11,glutathione
20510337,train,16,20655,superoxide dismutase,GeneOrGeneProduct,,590,20,75,20,superoxide dismutase
20510337,train,17,D008055,lipid,ChemicalEntity,,633,5,75,5,lipid
20510337,train,18,21926,tumor necrosis factor-alpha,GeneOrGeneProduct,,681,27,75,27,tumor necrosis factor-alpha
20510337,train,19,D009569,nitric oxide,ChemicalEntity,,710,12,75,12,nitric oxide
20510337,train,20,D010984,platinum,ChemicalEntity,,727,8,75,8,platinum
20510337,train,21,D012643,selenium,ChemicalEntity,,788,8,75,8,selenium
20510337,train,22,D015032,zinc,ChemicalEntity,,801,4,75,4,zinc
20510337,train,23,D002945,cisplatin,ChemicalEntity,,841,9,75,9,cisplatin
20510337,train,24,D007674,renal tissue damage,DiseaseOrPhenotypicFeature,,891,19,75,19,renal tissue damage
20510337,train,25,D002945,cisplatin,ChemicalEntity,,923,9,75,9,cisplatin
20510337,train,26,C024989,coenzyme Q10,ChemicalEntity,,952,12,75,12,coenzyme q10
20510337,train,27,C024989,coenzyme Q10,ChemicalEntity,,1019,12,75,12,coenzyme q10
20510337,train,28,D002945,cisplatin,ChemicalEntity,,1060,9,75,9,cisplatin
20510337,train,29,18125,nitric oxide synthase,GeneOrGeneProduct,,1106,21,75,21,nitric oxide synthase
20510337,train,30,18033,nuclear factor-kappaB,GeneOrGeneProduct,,1129,21,75,21,nuclear factor-kappab
20510337,train,31,12367,caspase-3,GeneOrGeneProduct,,1152,9,75,9,caspase-3
20510337,train,32,22060,p53,GeneOrGeneProduct,,1166,3,75,3,p53
20510337,train,33,C024989,coenzyme Q10,ChemicalEntity,,1209,12,75,12,coenzyme q10
20510337,train,34,D002945,cisplatin,ChemicalEntity,,1289,9,75,9,cisplatin
20510337,train,35,D007674,nephrotoxicity,DiseaseOrPhenotypicFeature,,1299,14,75,14,nephrotoxicity
20520283,train,0,C522667,asenapine,ChemicalEntity,,23,9,0,9,asenapine
20520283,train,1,D006220,haloperidol,ChemicalEntity,,51,11,0,11,haloperidol
20520283,train,2,9606,patients,OrganismTaxon,,83,8,0,8,patients
20520283,train,3,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,119,13,0,13,schizophrenia
20520283,train,4,C522667,Asenapine,ChemicalEntity,,134,9,134,9,asenapine
20520283,train,5,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,226,13,134,13,schizophrenia
20520283,train,6,D001714,manic,DiseaseOrPhenotypicFeature,,246,5,134,5,manic
20520283,train,7,D001714,bipolar I disorder,DiseaseOrPhenotypicFeature,,286,18,134,18,bipolar i disorder
20520283,train,8,D011618,psychotic,DiseaseOrPhenotypicFeature,,321,9,134,9,psychotic
20520283,train,9,9606,patients,OrganismTaxon,,377,8,134,8,patients
20520283,train,10,D012559,schizophrenia,DiseaseOrPhenotypicFeature,,397,13,134,13,schizophrenia
20520283,train,11,C522667,asenapine,ChemicalEntity,,463,9,134,9,asenapine
20520283,train,12,C522667,asenapine,ChemicalEntity,,500,9,134,9,asenapine
20520283,train,13,D006220,haloperidol,ChemicalEntity,,536,11,134,11,haloperidol
20520283,train,14,C522667,asenapine,ChemicalEntity,,761,9,134,9,asenapine
20520283,train,15,D006220,haloperidol,ChemicalEntity,,795,11,134,11,haloperidol
20520283,train,16,C522667,asenapine,ChemicalEntity,,950,9,134,9,asenapine
20520283,train,17,D006220,haloperidol,ChemicalEntity,,1015,11,134,11,haloperidol
20520283,train,18,C522667,asenapine,ChemicalEntity,,1194,9,134,9,asenapine
20520283,train,19,C522667,asenapine,ChemicalEntity,,1423,9,134,9,asenapine
20520283,train,20,D006220,haloperidol,ChemicalEntity,,1453,11,134,11,haloperidol
20520283,train,21,D001480,Extrapyramidal symptoms,DiseaseOrPhenotypicFeature,,1500,23,134,23,extrapyramidal symptoms
20520283,train,22,C522667,asenapine,ChemicalEntity,,1585,9,134,9,asenapine
20520283,train,23,D006220,haloperidol,ChemicalEntity,,1615,11,134,11,haloperidol
20520283,train,24,9606,patients,OrganismTaxon,,1700,8,134,8,patients
20520283,train,25,C522667,asenapine,ChemicalEntity,,1810,9,134,9,asenapine
20520283,train,26,D006220,haloperidol,ChemicalEntity,,1824,11,134,11,haloperidol
20520283,train,27,D001480,extrapyramidal symptoms,DiseaseOrPhenotypicFeature,,1884,23,134,23,extrapyramidal symptoms
20528871,train,0,C104457,nelarabine,ChemicalEntity,,21,10,0,10,nelarabine
20528871,train,1,D005047,etoposide,ChemicalEntity,,33,9,0,9,etoposide
20528871,train,2,D003520,cyclophosphamide,ChemicalEntity,,48,16,0,16,cyclophosphamide
20528871,train,3,D015458|D016399,T-cell lymphoblastic leukaemia and lymphoma,DiseaseOrPhenotypicFeature,,99,43,0,43,t-cell lymphoblastic leukaemia and lymphoma
20528871,train,4,C104457,nelarabine,ChemicalEntity,,168,10,144,10,nelarabine
20528871,train,5,C104457,AraG,ChemicalEntity,,180,4,144,4,arag
20528871,train,6,D005047,etoposide,ChemicalEntity,,198,9,144,9,etoposide
20528871,train,7,D005047,VP,ChemicalEntity,,209,2,144,2,vp
20528871,train,8,D003520,cyclophosphamide,ChemicalEntity,,217,16,144,16,cyclophosphamide
20528871,train,9,D003520,CPM,ChemicalEntity,,235,3,144,3,cpm
20528871,train,10,D015458|D016399,T-cell leukaemia or lymphoma,DiseaseOrPhenotypicFeature,,356,28,144,28,t-cell leukaemia or lymphoma
20528871,train,11,C104457,AraG,ChemicalEntity,,435,4,144,4,arag
20528871,train,12,D009422,neuropathy,DiseaseOrPhenotypicFeature,,481,10,144,10,neuropathy
20528871,train,13,D059352,musculoskeletal pain,DiseaseOrPhenotypicFeature,,496,20,144,20,musculoskeletal pain
20528871,train,14,D006402,Haematological toxicity,DiseaseOrPhenotypicFeature,,518,23,144,23,haematological toxicity
20528871,train,15,C104457,AraG,ChemicalEntity,,579,4,144,4,arag
20528871,train,16,9606,patients,OrganismTaxon,,697,8,144,8,patients
20528871,train,17,C104457,AraG,ChemicalEntity,,827,4,144,4,arag
20528871,train,18,D005047,VP,ChemicalEntity,,832,2,144,2,vp
20528871,train,19,D003520,CPM,ChemicalEntity,,835,3,144,3,cpm
20528871,train,20,C104457,AraG,ChemicalEntity,,885,4,144,4,arag
20528871,train,21,D005047,etoposide,ChemicalEntity,,927,9,144,9,etoposide
20528871,train,22,D003520,cyclophosphamide,ChemicalEntity,,941,16,144,16,cyclophosphamide
20528871,train,23,D009422,neurological toxicity,DiseaseOrPhenotypicFeature,,968,21,144,21,neurological toxicity
20533999,train,0,D004298,Dopamine,ChemicalEntity,,0,8,0,8,dopamine
20533999,train,1,D008694,methamphetamine,ChemicalEntity,,49,15,0,15,methamphetamine
20533999,train,2,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,73,13,0,13,neurotoxicity
20533999,train,3,D004298,dopamine,ChemicalEntity,,115,8,88,8,dopamine
20533999,train,4,D004298,DA,ChemicalEntity,,125,2,88,2,da
20533999,train,5,D008694,methamphetamine,ChemicalEntity,,138,15,88,15,methamphetamine
20533999,train,6,D008694,METH,ChemicalEntity,,155,4,88,4,meth
20533999,train,7,D064420,toxicity,DiseaseOrPhenotypicFeature,,169,8,88,8,toxicity
20533999,train,8,D004298,DA,ChemicalEntity,,243,2,88,2,da
20533999,train,9,D064420,toxicity,DiseaseOrPhenotypicFeature,,273,8,88,8,toxicity
20533999,train,10,D004298,DA,ChemicalEntity,,311,2,88,2,da
20533999,train,11,D064420,toxicity,DiseaseOrPhenotypicFeature,,340,8,88,8,toxicity
20533999,train,12,D004298,DA,ChemicalEntity,,428,2,88,2,da
20533999,train,13,D007980,L-dihydroxyphenylalanine,ChemicalEntity,,537,24,88,24,l-dihydroxyphenylalanine
20533999,train,14,D019805,alpha-methyl-para-tyrosine,ChemicalEntity,,598,26,88,26,alpha-methyl-para-tyrosine
20533999,train,15,D008694,METH,ChemicalEntity,,628,4,88,4,meth
20533999,train,16,D004298,DA,ChemicalEntity,,641,2,88,2,da
20533999,train,17,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,644,13,88,13,neurotoxicity
20533999,train,18,10090,mice,OrganismTaxon,,736,4,88,4,mice
20533999,train,19,D004298,DA,ChemicalEntity,,789,2,88,2,da
20533999,train,20,D008694,METH,ChemicalEntity,,800,4,88,4,meth
20533999,train,21,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,805,13,88,13,neurotoxicity
20533999,train,22,D008694,METH,ChemicalEntity,,854,4,88,4,meth
20533999,train,23,10090,mice,OrganismTaxon,,907,4,88,4,mice
20533999,train,24,D004298,DA,ChemicalEntity,,960,2,88,2,da
20533999,train,25,D008694,METH,ChemicalEntity,,980,4,88,4,meth
20533999,train,26,D009461,dopaminergic deficits,DiseaseOrPhenotypicFeature,,993,21,88,21,dopaminergic deficits
20533999,train,27,D004298,DA,ChemicalEntity,,1124,2,88,2,da
20533999,train,28,D008694,METH,ChemicalEntity,,1167,4,88,4,meth
20533999,train,29,D020258,neurotoxicity,DiseaseOrPhenotypicFeature,,1193,13,88,13,neurotoxicity
20533999,train,30,D004298,DA,ChemicalEntity,,1250,2,88,2,da
20558148,train,0,24408,NMDA receptors,GeneOrGeneProduct,,44,14,0,14,nmda receptors
20558148,train,1,D006220,haloperidol,ChemicalEntity,,99,11,0,11,haloperidol
20558148,train,2,D002375,catalepsy,DiseaseOrPhenotypicFeature,,119,9,0,9,catalepsy
20558148,train,3,D002375,catalepsy,DiseaseOrPhenotypicFeature,,742,9,130,9,catalepsy
20558148,train,4,24316,dopamine receptor,GeneOrGeneProduct,,767,17,130,17,dopamine receptor
20558148,train,5,D006220,haloperidol,ChemicalEntity,,793,11,130,11,haloperidol
20558148,train,6,10116,rats,OrganismTaxon,,851,4,130,4,rats
20558148,train,7,D006220,Haloperidol,ChemicalEntity,,857,11,130,11,haloperidol
20558148,train,8,D002375,catalepsy,DiseaseOrPhenotypicFeature,,877,9,130,9,catalepsy
20558148,train,9,24408,glutamate NMDA receptor,GeneOrGeneProduct,,948,23,130,23,glutamate nmda receptor
20558148,train,10,D016291,MK-801,ChemicalEntity,,985,6,130,6,mk-801
20558148,train,11,C031231,AP7,ChemicalEntity,,1023,3,130,3,ap7
20558148,train,12,24408,NMDA receptor,GeneOrGeneProduct,,1065,13,130,13,nmda receptor
20558148,train,13,D016202,N-methyl-d-aspartate,ChemicalEntity,,1087,20,130,20,n-methyl-d-aspartate
20558148,train,14,D016202,NMDA,ChemicalEntity,,1109,4,130,4,nmda
20558148,train,15,D016291,MK-801,ChemicalEntity,,1200,6,130,6,mk-801
20558148,train,16,C031231,AP7,ChemicalEntity,,1211,3,130,3,ap7
20558148,train,17,D006220,haloperidol,ChemicalEntity,,1250,11,130,11,haloperidol
20558148,train,18,D002375,catalepsy,DiseaseOrPhenotypicFeature,,1291,9,130,9,catalepsy
20558148,train,19,D016202,NMDA,ChemicalEntity,,1419,4,130,4,nmda
20558148,train,20,D018698,glutamate,ChemicalEntity,,1496,9,130,9,glutamate
20558148,train,21,D006220,haloperidol,ChemicalEntity,,1575,11,130,11,haloperidol
20558148,train,22,D002375,catalepsy,DiseaseOrPhenotypicFeature,,1595,9,130,9,catalepsy
20667451,train,0,D003474,Curcumin,ChemicalEntity,,0,8,0,8,curcumin
20667451,train,1,D003072,cognitive dysfunction,DiseaseOrPhenotypicFeature,,21,21,0,21,cognitive dysfunction
20667451,train,2,D010634,phenobarbitone,ChemicalEntity,,67,14,0,14,phenobarbitone
20667451,train,3,D002220,carbamazepine,ChemicalEntity,,86,13,0,13,carbamazepine
20667451,train,4,10116,rats,OrganismTaxon,,113,4,0,4,rats
20667451,train,5,D000927,antiepileptic drugs,ChemicalEntity,,123,19,119,19,antiepileptic drugs
20667451,train,6,D010634,phenobarbitone,ChemicalEntity,,144,14,119,14,phenobarbitone
20667451,train,7,D002220,carbamazepine,ChemicalEntity,,163,13,119,13,carbamazepine
20667451,train,8,D003072,cognitive impairment,DiseaseOrPhenotypicFeature,,201,20,119,20,cognitive impairment
20667451,train,9,D003072,cognitive impairment,DiseaseOrPhenotypicFeature,,336,20,119,20,cognitive impairment
20667451,train,10,D000927,antiepileptic drugs,ChemicalEntity,,360,19,119,19,antiepileptic drugs
20667451,train,11,D003474,Curcumin,ChemicalEntity,,381,8,119,8,curcumin
20667451,train,12,D000975,antioxidant,ChemicalEntity,,400,11,119,11,antioxidant
20667451,train,13,D007249,inflammatory,DiseaseOrPhenotypicFeature,,418,12,119,12,inflammatory
20667451,train,14,D003474,curcumin,ChemicalEntity,,546,8,119,8,curcumin
20667451,train,15,D010634,phenobarbitone,ChemicalEntity,,573,14,119,14,phenobarbitone
20667451,train,16,D002220,carbamazepine,ChemicalEntity,,593,13,119,13,carbamazepine
20667451,train,17,D003072,cognitive impairment,DiseaseOrPhenotypicFeature,,615,20,119,20,cognitive impairment
20667451,train,18,10116,rats,OrganismTaxon,,660,4,119,4,rats
20667451,train,19,D003474,curcumin,ChemicalEntity,,698,8,119,8,curcumin
20667451,train,20,D010634,phenobarbitone,ChemicalEntity,,712,14,119,14,phenobarbitone
20667451,train,21,D002220,carbamazepine,ChemicalEntity,,731,13,119,13,carbamazepine
20667451,train,22,10116,rats,OrganismTaxon,,828,4,119,4,rats
20667451,train,23,D010634,phenobarbitone,ChemicalEntity,,963,14,119,14,phenobarbitone
20667451,train,24,D002220,carbamazepine,ChemicalEntity,,982,13,119,13,carbamazepine
20667451,train,25,D008315,malondialdehyde,ChemicalEntity,,1009,15,119,15,malondialdehyde
20667451,train,26,D005978,glutathione,ChemicalEntity,,1037,11,119,11,glutathione
20667451,train,27,D010634,phenobarbitone,ChemicalEntity,,1094,14,119,14,phenobarbitone
20667451,train,28,D002220,carbamazepine,ChemicalEntity,,1113,13,119,13,carbamazepine
20667451,train,29,D003072,impairment of learning and memory,DiseaseOrPhenotypicFeature,,1159,33,119,33,impairment of learning and memory
20667451,train,30,D003474,curcumin,ChemicalEntity,,1247,8,119,8,curcumin
20667451,train,31,D003072,cognitive impairment,DiseaseOrPhenotypicFeature,,1285,20,119,20,cognitive impairment
20667451,train,32,D000927,antiepileptic drugs,ChemicalEntity,,1368,19,119,19,antiepileptic drugs
20667451,train,33,D003474,Curcumin,ChemicalEntity,,1389,8,119,8,curcumin
20667451,train,34,D010634,phenobarbitone,ChemicalEntity,,1493,14,119,14,phenobarbitone
20667451,train,35,D002220,carbamazepine,ChemicalEntity,,1519,13,119,13,carbamazepine
20667451,train,36,D003474,curcumin,ChemicalEntity,,1558,8,119,8,curcumin
20667451,train,37,D003072,deterioration of cognitive functions,DiseaseOrPhenotypicFeature,,1607,36,119,36,deterioration of cognitive functions
20667451,train,38,10116,rats,OrganismTaxon,,1668,4,119,4,rats
20667451,train,39,D010634,phenobarbitone,ChemicalEntity,,1686,14,119,14,phenobarbitone
20667451,train,40,D002220,carbamazepine,ChemicalEntity,,1705,13,119,13,carbamazepine
20667451,train,41,D003474,curcumin,ChemicalEntity,,1804,8,119,8,curcumin
20667451,train,42,D010634,phenobarbitone,ChemicalEntity,,1877,14,119,14,phenobarbitone
20667451,train,43,D002220,carbamazepine,ChemicalEntity,,1896,13,119,13,carbamazepine
20667451,train,44,D003072,cognitive impairment,DiseaseOrPhenotypicFeature,,1932,20,119,20,cognitive impairment
20683499,train,0,D010936,constituents of Crocus sativus L.,ChemicalEntity,,18,33,0,33,constituents of crocus sativus l.
20683499,train,1,C029036,crocin,ChemicalEntity,,53,6,0,6,crocin
20683499,train,2,D013311,streptozocin,ChemicalEntity,,63,12,0,12,streptozocin
20683499,train,3,D000544,Alzheimer's disease,DiseaseOrPhenotypicFeature,,102,19,0,19,alzheimer's disease
20683499,train,4,10116,rats,OrganismTaxon,,130,4,0,4,rats
20683499,train,5,D002338,carotenoids,ChemicalEntity,,181,11,136,11,carotenoids
20683499,train,6,C029036,crocins,ChemicalEntity,,194,7,136,7,crocins
20683499,train,7,D010936,Crocus sativus L. extract,ChemicalEntity,,240,25,136,25,crocus sativus l. extract
20683499,train,8,C029036,crocins,ChemicalEntity,,354,7,136,7,crocins
20683499,train,9,D000544,Alzheimer's disease,DiseaseOrPhenotypicFeature,,374,19,136,19,alzheimer's disease
20683499,train,10,D013311,streptozocin,ChemicalEntity,,435,12,136,12,streptozocin
20683499,train,11,D013311,STZ,ChemicalEntity,,449,3,136,3,stz
20683499,train,12,10116,rats,OrganismTaxon,,462,4,136,4,rats
20683499,train,13,10116,rats,OrganismTaxon,,512,4,136,4,rats
20683499,train,14,C029036,crocins,ChemicalEntity,,579,7,136,7,crocins
20683499,train,15,D013311,STZ,ChemicalEntity,,609,3,136,3,stz
20683499,train,16,D013311,STZ,ChemicalEntity,,623,3,136,3,stz
20683499,train,17,C029036,crocins,ChemicalEntity,,629,7,136,7,crocins
20683499,train,18,D000544,Alzheimer's disease,DiseaseOrPhenotypicFeature,,666,19,136,19,alzheimer's disease
20683499,train,19,10116,rats,OrganismTaxon,,694,4,136,4,rats
20683499,train,20,D013311,STZ,ChemicalEntity,,718,3,136,3,stz
20683499,train,21,D013311,STZ,ChemicalEntity,,789,3,136,3,stz
20683499,train,22,D013311,STZ,ChemicalEntity,,826,3,136,3,stz
20683499,train,23,C029036,crocin,ChemicalEntity,,832,6,136,6,crocin
20683499,train,24,C029036,crocin,ChemicalEntity,,854,6,136,6,crocin
20683499,train,25,C029036,crocin,ChemicalEntity,,975,6,136,6,crocin
20683499,train,26,C029036,crocin,ChemicalEntity,,1210,6,136,6,crocin
20683499,train,27,D013311,STZ,ChemicalEntity,,1236,3,136,3,stz
20683499,train,28,10116,rats,OrganismTaxon,,1249,4,136,4,rats
20683499,train,29,D013311,STZ,ChemicalEntity,,1330,3,136,3,stz
20683499,train,30,10116,rats,OrganismTaxon,,1343,4,136,4,rats
20683499,train,31,C029036,crocin,ChemicalEntity,,1362,6,136,6,crocin
20683499,train,32,"D007859,D008569",learning and memory impairment,DiseaseOrPhenotypicFeature,,1422,30,136,30,learning and memory impairment
20683499,train,33,D013311,STZ,ChemicalEntity,,1464,3,136,3,stz
20683499,train,34,C029036,crocin,ChemicalEntity,,1580,6,136,6,crocin
20683499,train,35,D003072,cognitive deficits,DiseaseOrPhenotypicFeature,,1618,18,136,18,cognitive deficits
20683499,train,36,D013311,STZ,ChemicalEntity,,1647,3,136,3,stz
20683499,train,37,10116,rats,OrganismTaxon,,1658,4,136,4,rats
20683499,train,38,D019636,neurodegenerative diseases,DiseaseOrPhenotypicFeature,,1701,26,136,26,neurodegenerative diseases
20683499,train,39,D000544,Alzheimer's disease,DiseaseOrPhenotypicFeature,,1736,19,136,19,alzheimer's disease
21195121,train,0,D009569,nitric oxide,ChemicalEntity,,12,12,0,12,nitric oxide
21195121,train,1,D012640,convulsions,DiseaseOrPhenotypicFeature,,28,11,0,11,convulsions
21195121,train,2,D001556,lindane,ChemicalEntity,,51,7,0,7,lindane
21195121,train,3,10116,rats,OrganismTaxon,,62,4,0,4,rats
21195121,train,4,D001556,Lindane,ChemicalEntity,,68,7,68,7,lindane
21195121,train,5,D006843,organochloride,ChemicalEntity,,82,14,68,14,organochloride
21195121,train,6,D010575,pesticide,ChemicalEntity,,97,9,68,9,pesticide
21195121,train,7,D056810,scabicide,ChemicalEntity,,111,9,68,9,scabicide
21195121,train,8,D012640,convulsions,DiseaseOrPhenotypicFeature,,132,11,68,11,convulsions
21195121,train,9,29705,GABA(A) receptors,GeneOrGeneProduct,,174,17,68,17,gaba(a) receptors
21195121,train,10,D009569,Nitric oxide,ChemicalEntity,,193,12,68,12,nitric oxide
21195121,train,11,D009569,NO,ChemicalEntity,,207,2,68,2,no
21195121,train,12,D001120,L-arginine,ChemicalEntity,,306,10,68,10,l-arginine
21195121,train,13,24598,NO syntheses,GeneOrGeneProduct,,331,12,68,12,no syntheses
21195121,train,14,24598,NOS,GeneOrGeneProduct,,345,3,68,3,nos
21195121,train,15,D019331,L-NAME,ChemicalEntity,,355,6,68,6,l-name
21195121,train,16,24598,NOS,GeneOrGeneProduct,,363,3,68,3,nos
21195121,train,17,D004827,epilepsy,DiseaseOrPhenotypicFeature,,400,8,68,8,epilepsy
21195121,train,18,D009569,NO,ChemicalEntity,,478,2,68,2,no
21195121,train,19,D001556,lindane,ChemicalEntity,,526,7,68,7,lindane
21195121,train,20,D004827,epilepsy,DiseaseOrPhenotypicFeature,,542,8,68,8,epilepsy
21195121,train,21,10116,rats,OrganismTaxon,,573,4,68,4,rats
21195121,train,22,D001120,L-arginine,ChemicalEntity,,601,10,68,10,l-arginine
21195121,train,23,D012640,convulsion,DiseaseOrPhenotypicFeature,,693,10,68,10,convulsion
21195121,train,24,D012640,convulsion,DiseaseOrPhenotypicFeature,,763,10,68,10,convulsion
21195121,train,25,D001556,lindane,ChemicalEntity,,792,7,68,7,lindane
21195121,train,26,D019331,L-NAME,ChemicalEntity,,857,6,68,6,l-name
21195121,train,27,D012640,convulsion,DiseaseOrPhenotypicFeature,,905,10,68,10,convulsion
21195121,train,28,D012640,convulsion,DiseaseOrPhenotypicFeature,,969,10,68,10,convulsion
21195121,train,29,D012640,convulsive,DiseaseOrPhenotypicFeature,,1007,10,68,10,convulsive
21195121,train,30,D001556,lindane,ChemicalEntity,,1026,7,68,7,lindane
21195121,train,31,10116,rats,OrganismTaxon,,1130,4,68,4,rats
21195121,train,32,D001120,l-arginine,ChemicalEntity,,1145,10,68,10,l-arginine
21195121,train,33,D001556,lindane,ChemicalEntity,,1165,7,68,7,lindane
21195121,train,34,10116,rats,OrganismTaxon,,1204,4,68,4,rats
21195121,train,35,D019331,L-NAME,ChemicalEntity,,1225,6,68,6,l-name
21195121,train,36,D009569,NO,ChemicalEntity,,1275,2,68,2,no
21195121,train,37,D012640,convulsant,DiseaseOrPhenotypicFeature,,1305,10,68,10,convulsant
21195121,train,38,10116,rat,OrganismTaxon,,1319,3,68,3,rat
21195121,train,39,D001556,lindane,ChemicalEntity,,1332,7,68,7,lindane
21195121,train,40,D012640,seizures,DiseaseOrPhenotypicFeature,,1340,8,68,8,seizures
23949582,train,0,D007069,ifosfamide,ChemicalEntity,,26,10,0,10,ifosfamide
23949582,train,1,D015080,mesna,ChemicalEntity,,38,5,0,5,mesna
23949582,train,2,9986,rabbit,OrganismTaxon,,81,6,0,6,rabbit
23949582,train,3,D007069,Ifosfamide,ChemicalEntity,,140,10,140,10,ifosfamide
23949582,train,4,D007069,IFO,ChemicalEntity,,152,3,140,3,ifo
23949582,train,5,D008357,alkylating nitrogen mustard,ChemicalEntity,,163,27,140,27,alkylating nitrogen mustard
23949582,train,6,D006470,hemorrhagic,DiseaseOrPhenotypicFeature,,297,11,140,11,hemorrhagic
23949582,train,7,D003556,cystitis,DiseaseOrPhenotypicFeature,,309,8,140,8,cystitis
23949582,train,8,D007069,IFO,ChemicalEntity,,339,3,140,3,ifo
23949582,train,9,D015080,sodium 2-sulfanylethanesulfonate,ChemicalEntity,,397,32,140,32,sodium 2-sulfanylethanesulfonate
23949582,train,10,D015080,Mesna,ChemicalEntity,,431,5,140,5,mesna
23949582,train,11,D007069,IFO,ChemicalEntity,,479,3,140,3,ifo
23949582,train,12,D015080,Mesna,ChemicalEntity,,487,5,140,5,mesna
23949582,train,13,9986,rabbit,OrganismTaxon,,526,6,140,6,rabbit
23949582,train,14,D015080,Mesna,ChemicalEntity,,716,5,140,5,mesna
23949582,train,15,D007069,IFO,ChemicalEntity,,752,3,140,3,ifo
23949582,train,16,D007069,IFO,ChemicalEntity,,840,3,140,3,ifo
23949582,train,17,D015080,Mesna,ChemicalEntity,,916,5,140,5,mesna
23949582,train,18,D007069,IFO,ChemicalEntity,,1002,3,140,3,ifo
23949582,train,19,D015080,Mesna,ChemicalEntity,,1059,5,140,5,mesna
23949582,train,20,D007069,IFO,ChemicalEntity,,1087,3,140,3,ifo
23949582,train,21,D030342,genotoxicity,DiseaseOrPhenotypicFeature,,1093,12,140,12,genotoxicity
24132704,train,0,C029036,Crocin,ChemicalEntity,,0,6,0,6,crocin
24132704,train,1,D008055,lipid,ChemicalEntity,,16,5,0,5,lipid
